timestamp,object,message
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=============================           ] 73%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=============================           ] 73%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=============================           ] 73%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=============================           ] 73%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=============================           ] 73%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=============================           ] 73%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=============================           ] 74%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=============================           ] 74%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=============================           ] 74%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=============================           ] 74%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=============================           ] 74%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=============================           ] 74%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=============================           ] 74%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=============================           ] 74%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=============================           ] 74%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==============================          ] 75%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==============================          ] 75%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==============================          ] 75%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==============================          ] 75%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==============================          ] 75%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==============================          ] 75%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==============================          ] 75%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==============================          ] 75%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==============================          ] 75%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==============================          ] 76%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==============================          ] 76%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==============================          ] 76%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==============================          ] 76%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==============================          ] 76%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==============================          ] 76%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==============================          ] 76%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==============================          ] 76%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==============================          ] 76%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==============================          ] 77%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==============================          ] 77%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==============================          ] 77%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==============================          ] 77%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===============================         ] 77%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===============================         ] 77%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===============================         ] 77%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===============================         ] 77%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===============================         ] 77%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===============================         ] 78%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===============================         ] 78%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===============================         ] 78%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===============================         ] 78%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===============================         ] 78%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===============================         ] 78%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===============================         ] 78%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===============================         ] 78%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===============================         ] 78%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===============================         ] 79%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===============================         ] 79%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===============================         ] 79%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===============================         ] 79%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===============================         ] 79%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===============================         ] 79%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===============================         ] 79%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===============================         ] 79%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [================================        ] 80%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [================================        ] 80%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [================================        ] 80%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [================================        ] 80%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [================================        ] 80%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [================================        ] 80%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [================================        ] 80%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [================================        ] 80%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [================================        ] 80%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [================================        ] 81%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [================================        ] 81%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [================================        ] 81%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [================================        ] 81%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [================================        ] 81%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [================================        ] 81%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [================================        ] 81%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [================================        ] 81%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [================================        ] 81%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [================================        ] 82%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [================================        ] 82%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [================================        ] 82%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [================================        ] 82%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [================================        ] 82%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=================================       ] 82%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=================================       ] 82%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=================================       ] 82%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=================================       ] 82%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=================================       ] 83%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=================================       ] 83%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=================================       ] 83%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=================================       ] 83%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=================================       ] 83%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=================================       ] 83%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=================================       ] 83%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=================================       ] 83%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=================================       ] 83%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=================================       ] 84%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=================================       ] 84%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=================================       ] 84%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=================================       ] 84%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=================================       ] 84%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=================================       ] 84%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=================================       ] 84%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=================================       ] 84%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=================================       ] 84%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==================================      ] 85%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==================================      ] 85%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==================================      ] 85%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==================================      ] 85%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==================================      ] 85%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==================================      ] 85%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==================================      ] 85%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==================================      ] 85%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==================================      ] 85%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==================================      ] 86%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==================================      ] 86%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==================================      ] 86%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==================================      ] 86%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==================================      ] 86%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==================================      ] 86%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==================================      ] 86%
2026-07-09T03:11:17.769Z,smriti9/create-site,Upd2026-07-09T03:11:17.769099942Z ating DocTypes for erpnext       : [==================================      ] 86%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==================================      ] 86%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==================================      ] 87%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==================================      ] 87%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==================================      ] 87%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [==================================      ] 87%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===================================     ] 87%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===================================     ] 87%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===================================     ] 87%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===================================     ] 87%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===================================     ] 87%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===================================     ] 88%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===================================     ] 88%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===================================     ] 88%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===================================     ] 88%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===================================     ] 88%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===================================     ] 88%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===================================     ] 88%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===================================     ] 88%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===================================     ] 88%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===================================     ] 89%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===================================     ] 89%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===================================     ] 89%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===================================     ] 89%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===================================     ] 89%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===================================     ] 89%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===================================     ] 89%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [===================================     ] 89%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [====================================    ] 90%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [====================================    ] 90%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [====================================    ] 90%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [====================================    ] 90%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [====================================    ] 90%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [====================================    ] 90%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [====================================    ] 90%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [====================================    ] 90%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [====================================    ] 90%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [====================================    ] 91%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [====================================    ] 91%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [====================================    ] 91%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [====================================    ] 91%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [====================================    ] 91%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [====================================    ] 91%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [====================================    ] 91%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [====================================    ] 91%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [====================================    ] 91%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [====================================    ] 92%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [====================================    ] 92%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [====================================    ] 92%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [====================================    ] 92%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [====================================    ] 92%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=====================================   ] 92%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=====================================   ] 92%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=====================================   ] 92%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=====================================   ] 92%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=====================================   ] 93%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=====================================   ] 93%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=====================================   ] 93%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=====================================   ] 93%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=====================================   ] 93%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=====================================   ] 93%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=====================================   ] 93%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=====================================   ] 93%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=====================================   ] 93%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=====================================   ] 94%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=====================================   ] 94%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=====================================   ] 94%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=====================================   ] 94%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=====================================   ] 94%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=====================================   ] 94%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=====================================   ] 94%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=====================================   ] 94%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [=====================================   ] 94%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================  ] 95%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================  ] 95%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================  ] 95%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================  ] 95%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================  ] 95%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================  ] 95%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================  ] 95%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================  ] 95%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================  ] 95%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================  ] 96%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================  ] 96%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================  ] 96%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================  ] 96%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================  ] 96%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================  ] 96%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================  ] 96%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================  ] 96%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================  ] 96%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================  ] 97%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================  ] 97%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================  ] 97%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================  ] 97%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================= ] 97%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================= ] 97%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================= ] 97%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================= ] 97%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================= ] 97%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================= ] 98%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================= ] 98%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================= ] 98%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================= ] 98%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================= ] 98%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================= ] 98%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================= ] 98%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================= ] 98%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================= ] 98%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================= ] 99%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================= ] 99%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================= ] 99%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================= ] 99%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================= ] 99%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================= ] 99%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================= ] 99%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [======================================= ] 99%
2026-07-09T03:11:17.769Z,smriti9/create-site,Updating DocTypes for erpnext       : [========================================] 100%
2026-07-09T03:11:50.594Z,smriti9/redis-cache,1:M 09 Jul 2026 03:11:50.594 * 10000 changes in 60 seconds. Saving...
2026-07-09T03:11:50.594Z,smriti9/redis-cache,1:M 09 Jul 2026 03:11:50.594 * Background saving started by pid 15
2026-07-09T03:11:50.610Z,smriti9/redis-cache,15:C 09 Jul 2026 03:11:50.610 * DB saved on disk
2026-07-09T03:11:50.610Z,smriti9/redis-cache,15:C 09 Jul 2026 03:11:50.610 * RDB: 0 MB of memory used by copy-on-write
2026-07-09T03:11:50.696Z,smriti9/redis-cache,1:M 09 Jul 2026 03:11:50.695 * Background saving terminated with success
2026-07-09T03:12:13.180Z,smriti9/create-site,Creating Workspace Sidebars
2026-07-09T03:12:13.180Z,smriti9/create-site,Creating Desktop Icons
2026-07-09T03:12:13.180Z,smriti9/create-site,Updating customizations for Address
2026-07-09T03:12:13.180Z,smriti9/create-site,Updating customizations for Contact
2026-07-09T03:12:13.180Z,smriti9/create-site,Updating Dashboard for erpnext
2026-07-09T03:12:13.180Z,smriti9/create-site,App erpnext already installed
2026-07-09T03:12:18.126Z,smriti9/create-site,
2026-07-09T03:12:18.126Z,smriti9/create-site,Installing india_compliance...
2026-07-09T03:12:39.073Z,smriti9/create-site,
2026-07-09T03:12:39.073Z,smriti9/create-site,Updating DocTypes for india_compliance: [                                        ] 1%
2026-07-09T03:12:39.073Z,smriti9/create-site,Updating DocTypes for india_compliance: [=                                       ] 3%
2026-07-09T03:12:39.073Z,smriti9/create-site,Updating DocTypes for india_compliance: [==                                      ] 5%
2026-07-09T03:12:39.073Z,smriti9/create-site,Updating DocTypes for india_compliance: [==                                      ] 6%
2026-07-09T03:12:39.073Z,smriti9/create-site,Updating DocTypes for india_compliance: [===                                     ] 8%
2026-07-09T03:12:39.073Z,smriti9/create-site,Updating DocTypes for india_compliance: [====                                    ] 10%
2026-07-09T03:12:39.073Z,smriti9/create-site,Updating DocTypes for india_compliance: [====                                    ] 11%
2026-07-09T03:12:39.073Z,smriti9/create-site,Updating DocTypes for india_compliance: [=====                                   ] 13%
2026-07-09T03:12:39.073Z,smriti9/create-site,Updating DocTypes for india_compliance: [======                                  ] 15%
2026-07-09T03:12:39.073Z,smriti9/create-site,Updating DocTypes for india_compliance: [======                                  ] 16%
2026-07-09T03:12:39.073Z,smriti9/create-site,Updating DocTypes for india_compliance: [=======                                 ] 18%
2026-07-09T03:12:39.073Z,smriti9/create-site,Updating DocTypes for india_compliance: [========                                ] 20%
2026-07-09T03:12:39.073Z,smriti9/create-site,Updating DocTypes for india_compliance: [========                                ] 21%
2026-07-09T03:12:39.073Z,smriti9/create-site,Updating DocTypes for india_compliance: [=========                               ] 23%
2026-07-09T03:12:39.073Z,smriti9/create-site,Updating DocTypes for india_compliance: [==========                              ] 25%
2026-07-09T03:12:39.073Z,smriti9/create-site,Updating DocTypes for india_compliance: [==========                              ] 26%
2026-07-09T03:12:39.073Z,smriti9/create-site,Updating DocTypes for india_compliance: [===========                             ] 28%
2026-07-09T03:12:39.073Z,smriti9/create-site,Updating DocTypes for india_compliance: [============                            ] 30%
